Title,Cost,Description,Photos,Brand,Сategory,id
"White Tea & Ginger, Blueberry Ice Candle 184 GM (Pack of 2)"," 1,050.00","Popular Fragrance: Scented candles gift set of 2 popular fragrances: White Tea & Ginger, Blueberry Ice
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 184 gm each candle and it can burn upto 28 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candles are completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/products/01_WhiteTea_Bluberry_Packof_2_newpack_1024x.jpg?v=1670834059
https://bryanandcandy.com/cdn/shop/products/PackOf_2_Candle_white_teaGinger_1024x.jpg?v=1676397761
https://bryanandcandy.com/cdn/shop/products/01C_WhiteTea_Bluberry_Packof_2_newpack_1024x.jpg?v=1676397761",Bryan & Candy,Candles,7335982324
Cherry Blossom Aromatherapy Candles 100gm, 245.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Cherry Blossom 
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 100 gm candle and it can burn upto 20 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Cherry-Blossom-Single_1024x.jpg?v=1691405483
https://bryanandcandy.com/cdn/shop/files/4-Candles-Cherry-Blossom-Single_1024x.jpg?v=1691405485
https://bryanandcandy.com/cdn/shop/files/3-Candles-Cherry-Blossom-Single_1024x.jpg?v=1691405485",Bryan & Candy,Candles,0381973436
Vintage Sandalwood Aromatherapy Candles 100gm, 245.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Vintage Sandalwood
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 100 gm candle and it can burn upto 20 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Vintage-Sandalwood-Single_1024x.jpg?v=1692696462
https://bryanandcandy.com/cdn/shop/files/4-Candles-Vintage-Sandalwood-Single-a_1024x.jpg?v=1692706747
https://bryanandcandy.com/cdn/shop/files/3-Candles-Vintage-Sandalwood-Single_1024x.jpg?v=1692706747",Bryan & Candy,Candles,1688878218
NEROLI AND HONEYCOMB CANDLE 100GM, 245.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Neroli & Honeycomb
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 100 gm candle and it can burn upto 20 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Neroli-_-Honeycomb-Single_1024x.jpg?v=1691405598
https://bryanandcandy.com/cdn/shop/files/4-Candles-Neroli-_-Honeycomb-Single_1024x.jpg?v=1691405601
https://bryanandcandy.com/cdn/shop/files/3-Candles-Neroli-_-Honeycomb-Single_1024x.jpg?v=1691405601",Bryan & Candy,Candles,8930526370
LAVENDER AND CHAMOMILE CANDLE 100GM, 245.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Lavender & Chamomile
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 100 gm candle and it can burn upto 20 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Lavender-Single_1024x.jpg?v=1691405554
https://bryanandcandy.com/cdn/shop/files/4-Candles-Lavender-Single_1024x.jpg?v=1691405554
https://bryanandcandy.com/cdn/shop/files/3-Candles-Lavender-Single_1024x.jpg?v=1691405554",Bryan & Candy,Candles,8293797183
JASMINE AND ORANGE FLOWER CANDLE 142GM, 350.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Jasmine & Orange Flower
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 142 gm candle and it can burn upto 22hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candle-Jasmine-and-Orange-Flower-Single_1024x.jpg?v=1691405758
https://bryanandcandy.com/cdn/shop/files/3-Candle-Jasmine-and-Orange-Flower-Single_1024x.jpg?v=1691405758
https://bryanandcandy.com/cdn/shop/files/4-Candle-Jasmine-and-Orange-Flower-Single_1024x.jpg?v=1691405759",Bryan & Candy,Candles,6092588107
BLACK ROSE AND FRANKINCENSE CANDLE 142GM, 350.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Black Rose & Frankincense
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 142 gm candle and it can burn upto 22 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candle-Black-rose-and-Frankincense-creative_1024x.jpg?v=1691405684
https://bryanandcandy.com/cdn/shop/files/3-Candle-Black-rose-and-Frankincense-creative_1024x.jpg?v=1691405684
https://bryanandcandy.com/cdn/shop/files/4-Candle-Black-rose-and-Frankincense-creative_1024x.jpg?v=1691405683",Bryan & Candy,Candles,2515215904
Citrus Cedarwood Aromatheraphy Candle 142GM, 350.00,"✅Popular Fragrance: Scented candles gift set of 1 popular fragrances Citrus Cedarwood
✅100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
✅Long Burning Time: 142 gm candle and it can burn upto 22 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
✅Reusable Eco Friendly Printed Tin: After the candles are completely burned, the eco friendly tin can be used to store small things or as other decorations.
✅Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candle-Citrus-Cedarwood-Single_1024x.jpg?v=1691405722
https://bryanandcandy.com/cdn/shop/files/3-Candle-Citrus-Cedarwood-Single_1024x.jpg?v=1691405721
https://bryanandcandy.com/cdn/shop/files/4-Candle-Citrus-Cedarwood-Single_1024x.jpg?v=1691405721",Bryan & Candy,Candles,9896687835
WHITE  TEA AND GINGER CANDLE 184GM, 525.00,"Popular Fragrance: Scented candle gift set of popular fragrance: White Tea & Ginger
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 184 gm candle and it can burn upto 28 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/1-Candles-White-Tea-and-Ginger-Single_1024x.jpg?v=1692698097
https://bryanandcandy.com/cdn/shop/files/4-Candles-White-Tea-and-Ginger-Single_1024x.jpg?v=1692706791
https://bryanandcandy.com/cdn/shop/files/3-Candles-White-Tea-and-Ginger-Single_1024x.jpg?v=1692706791",Bryan & Candy,Candles,4135311275
Blueberry Ice Aromatherapy Candles 184GM, 525.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Blueberry Ice
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 184 gm candle and it can burn upto 28 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Blue-Berry-Single_1024x.jpg?v=1692698528
https://bryanandcandy.com/cdn/shop/files/4-Candles-Blue-Berry-Single_1024x.jpg?v=1692706818
https://bryanandcandy.com/cdn/shop/files/3-Candles-Blue-Berry-Single_1024x.jpg?v=1692706818",Bryan & Candy,Candles,7403802443
Pumpkin Spice Aromatherapy Candles 184 GM, 525.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Pumpkin Spice
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 184 gm candle and it can burn upto 28 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Pumpkin-Single_1024x.jpg?v=1692698727
https://bryanandcandy.com/cdn/shop/files/4-Candles-Pumpkin-Single_1024x.jpg?v=1692706842
https://bryanandcandy.com/cdn/shop/files/3-Candles-Pumpkin-Single_1024x.jpg?v=1692706842",Bryan & Candy,Candles,9294511072
Red Currant Aromatherapy Candles 184 GM, 525.00,"Popular Fragrance: Scented candle gift set of popular fragrance: Red Currant
100% Natural Soy wax: The aromatherapy candle gift set made of 100% natural soy, pure cotton wick and lead-free. Healthy and harmless to the human body and the environment.
Long Burning Time: 184 gm candle and it can burn upto 28 hours, it can relax yourself, relieve the stress and enjoy the quiet time.
Reusable Eco Friendly Tin: After the candle is completely burned, the eco friendly tin can be used to store small things or as other decorations.
Ideal Gift Set: The Candle Gift Set is a good choice for Diwali, Valentine’s Day, Party, Christmas and other Decoration. You can also use it in spas, yoga rooms, bathroom and bedrooms.","https://bryanandcandy.com/cdn/shop/files/2-Candles-Red-Currant-Single_1024x.jpg?v=1692698790
https://bryanandcandy.com/cdn/shop/files/4-Candles-Red-Currant-Single_1024x.jpg?v=1692706882
https://bryanandcandy.com/cdn/shop/files/3-Candles-Red-Currant-Single_1024x.jpg?v=1692706882",Bryan & Candy,Candles,2667515273
