Product ID,Title,Price,Description,Image URLs
3TO9K7D9,Camveda Pure Camphor Slabs | 100g,199.00,"High Quality Pure Camphor Slab that aromatizes your surroundings and vitalizes your Mind & Body. Along with its fragrant properties, Camphor also has medicinal properties such as improving your breathing and relaxing the body and enabling a state of total comfort and euphoria.


At Camveda, we believe in purity and have integrated our beliefs in making our products. Use of Pure Karpoora or Camphor is deeply integrated with Indian Religious Customs & Rituals, Aartis, Havans, Pujas as well as Healing, Aromatherapy, Rejuvenation, Ayurvedic & Medicinal applications.
100% Pure CamphorRevitalizes your surroundings, mind and bodyNo Chemicals AddedNon-Toxic fumesSafe for children and pets
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/5.10.1100gmSlabCV-10.png, https://www.camveda.com/cdn/shop/files/5.10.1100gmSlabCV-10.png"
C45MB2AM,Camveda Pure Camphor Slabs | 500g,710.00,"High Quality Pure Camphor Slab that aromatizes your surroundings and vitalizes your Mind & Body. Along with its fragrant properties, Camphor also has medicinal properties such as improving your breathing and relaxing the body and enabling a state of total comfort and euphoria.
At Camveda, we believe in purity and have integrated our beliefs in making our products. Use of Pure Karpoora or Camphor is deeply integrated with Indian Religious Customs & Rituals, Aartis, Havans, Pujas as well as Healing, Aromatherapy, Rejuvenation, Ayurvedic & Medicinal applications.

100% Pure CamphorRevitalizes your surroundings, mind and bodyNo Chemicals AddedNon-Toxic fumesSafe for children and pets
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/5.10.1500gmSlabCV-08.png, https://www.camveda.com/cdn/shop/files/5.10.1500gmSlabCV-08.png"
RP9TD4YV,Camveda Pure Eucalyptus Essential Oil 15ml | 100% Natural | Helps in Aromatherapy & Meditation| For Hair Care & Skin Care,410.00,"Product Description
Camveda's Eucalyptus Essential Oil is sourced from the finest eucalyptus leaves, it offers an
invigorating and refreshing aroma. It is known for its therapeutic benefits, it effectively clears
congestion, soothes sore muscles, and promotes respiratory wellness. Elevate your well-being with
Camveda's Eucalyptus Essential Oil and experience the healing power of nature.
Benefits
Eucalyptus Essential oil promotes respiratory health by clearing nasal congestion and easier
breathing. It is provides immediate sinus relief and discomfort.Its natural anti inflammatory
properties help in muscle and joint relief by soothing aches, pain and stiffness.It is extensively
used in skin care to treat skin irritations. Its pleasant aroma helps in reducing stress and
promotes a sense of relaxation.
Usage
Aromatherapy:Diffuse 3-5 drops for respiratory benefits.Massage:Dilute 2-3 drops with carrier oil
and apply.Inhalation:Add 2-3 drops to hot water, inhale steam for sinus relief.Skin Care:Dilute 1-2
drops with carrier oil, apply to skin.Bathing:Add 5-10 drops to warm bathwater, soak.
Note: Dilute properly and perform a patch test before use.

","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/500gms-01_e6c264bd-4be7-429c-97c1-75692aab353e.png, https://www.camveda.com/cdn/shop/files/500gms-01_e6c264bd-4be7-429c-97c1-75692aab353e.png"
8CWOC6M1,Camveda Pure Rosemary Essential Oil 15ml | 100% Natural | Helps in Aromatherapy & Meditation | For Hair Care & Skin Care,410.00,"Product Description
Camveda's Rosemary Essential Oil is extracted from premium rosemary plants.  It has vast therapeutic
properties and a rejuvenating aroma. Elevate your well-being with Camveda's Rosemary Essential Oil
and harness the revitalizing power of nature.
Benefits
Rosemary Essential oil has powerful anti inflammatory properties which improves mental clarity and
focus, reduces stress and anxiety. Its natural antioxidants promotes hair growth while hydrating and
repairing damaged hair.It is a strong aid in toning and brightening skin while reducing signs of
aging.
Usage
Aromatherapy:Diffuse 3-5 drops to promote mental clarity and concentration.Massage:Dilute 2-3 drops
with a carrier oil and massage onto muscles and joints for a soothing effect.Hair Care:Add a few
drops to shampoo or conditioner for promoting healthy hair growth and a balanced
scalp.Inhalation:Add 2-3 drops to hot water, inhale steam to stimulate mental clarity.
Note: Dilute properly and perform a patch test before use.


","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/500gms-03.png, https://www.camveda.com/cdn/shop/files/500gms-03.png"
OHI85TQ1,Camveda Pure Tea-Tree Essential Oil 15ml | 100% Natural |Helps in Aromatherapy & Meditation | For Hair Care & Skin Care,449.00,"Product Description
Camveda's Tea Tree Essential Oil  sourced from pure tea tree leaves offers a refreshing and
invigorating aroma. It’s natural antiseptic qualities cleanses and purifies  skin imperfections and
irritations.
Benefits
Tea Tress Essential Oil has natural antiseptic and anti fungal properties which help in preventing
all kinds of infection and healing inflammations. It is used in cleansing scars and treating itchy
bug bites. It helps in promoting scalp health and controlling dandruff.It neutralizes odor-causing
bacteria and contagious germs.
Usage
Skin Care:Dilute 1-2 drops with a carrier oil and apply to the skin to support clear and healthy
skin.DIY Cleaning:Add a few drops to homemade cleaning solutions to harness its antimicrobial
properties.Scalp Care:Mix a few drops with shampoo or conditioner to promote a balanced scalp and
healthy hair.Inhalation:Add 2-3 drops to hot water and inhale the steam to support respiratory
health and clear congestion.
Note: Dilute properly and perform a patch test before use.

","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/500gms-04.png, https://www.camveda.com/cdn/shop/files/500gms-04.png"
E1T224C4,Camveda Pure Lavender Essential Oil 15ml | 100% Natural | Helps in Aromatherapy & Meditation | For Hair Care & Skin Care,449.00,"
Product Description
Camveda's Premium Lavender Essential Oil is sourced from the finest lavender fields, elevating a
sense of well being, tranquility and harmony. Experience the calming effect in mind, body and soul
with its sweet and pleasant fragrance.
Benefits
Lavender Essential Oil is widely used for its powerful property of calming the mind, reducing stress
and promoting deep sleep . It promotes a deeper state of meditation thereby making it an effective
tool in treating anxiety and depression.It’s versatile aroma makes it a popular diffuser oil. It’s
vast anti bacterial and antimicrobial benefits help in treating skin irritation and neutralizing
germs.
Uses
Aromatherapy:Add 3-5 drops to a diffuser or inhale directly to create a calming
atmosphere.Massage:Dilute 5-7 drops with a carrier oil and apply to the desired area for soothing
and relaxing the body.Sleep Aid:Place a few drops on a pillow or bedding before bedtime to promote a
restful sleep.Skin Care:Dilute 1-2 drops with a carrier oil and apply to the skin to treat
irritations and affected areas.
Note: Dilute properly and perform a patch test before use.
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/500gms-02.png, https://www.camveda.com/cdn/shop/files/500gms-02.png"
25N7SKEF,Camveda Aromatherapy Celebration Gift Hamper - Dusk,"1,450.00","Embark on a sensory journey like no other with our Camveda Aromatherapy Gift Hamper, thoughtfully
curated to provide you with the ultimate therapeutic experience. This comprehensive collection
unites the purity of Camphor with an exquisite ensemble of essential oils, creating a symphony of
scents and sensations that will soothe the mind, rejuvenate the body, and nourish the soul.
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/NewGiftBox-10_e366a344-c530-42da-acb8-168043467d89.jpg, https://www.camveda.com/cdn/shop/files/NewGiftBox-10_e366a344-c530-42da-acb8-168043467d89.jpg"
NRHE68IB,Camveda Aromatherapy Celebration Gift Hamper - Pine,"1,450.00","Embark on a sensory journey like no other with our Camveda Aromatherapy Gift Hamper, thoughtfully
curated to provide you with the ultimate therapeutic experience. This comprehensive collection
unites the purity of Camphor with an exquisite ensemble of essential oils, creating a symphony of
scents and sensations that will soothe the mind, rejuvenate the body, and nourish the soul.
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/NewGiftBox-02.jpg, https://www.camveda.com/cdn/shop/files/NewGiftBox-02.jpg"
G7DM4ZYL,Camveda All Natural Foot Spray- 100ML,140.00,"Camveda All Natural Foot Spray is scented with 100% natural essential oils to eliminate the toughest shoe and foot odours. You can use our Foot Spray for shoes as a shoe odour eliminator, sneaker spray, climbing shoe deodorizer and more.
The Camveda All Natural Foot Spray deodorizes, cools and kills bacteria to keep your feet always feeling fresh. Our foot spray is ideal for athletes, runners, walkers, cyclists, hikers, skiers & even for the ones doing their everyday work.

Perfect shoe odour eliminatorAll Natural Ingredients
Perfect shoe odour eliminator
All Natural Ingredients
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/5.10.1100gmSprayCV-01.png, https://www.camveda.com/cdn/shop/files/5.10.1100gmSprayCV-01.png"
5JZ0OPQN,Camveda Natural Room Freshner- 100ML,139.00,"Camveda Natural Room Freshener offers refreshing aromas for your home and surroundings, allowing you to heighten-up your home with freshness and elegant fragrances. Spray Air Fresheners are an effective and immediate way of dispersing pleasant fragrances throughout the room, making the air purer.
Camveda natural air fresheners make breathing easy by escalating the feeling of freshness thus helping you think better. They drive out unpleasant odours to give your homes a wholesome and positive vibe. Fill your homes with the goodness ofpure camphorin a quick and easy fix.
Pure fumes
","https://www.camveda.com/cdn/shop/files/Logo_Gold_Camveda_New-01.png, https://www.camveda.com/cdn/shop/files/5.10.1100gmRoomFreshnerCV-01.png, https://www.camveda.com/cdn/shop/files/5.10.1100gmRoomFreshnerCV-01.png"
